Kp,Km,f,Volume,Surface Area,Projection_1,Projection_2,Projection_3,AvgR,p,K
13.7787,6.8311,0.0036,0.9048,4.5239,1.1310,1.1310,1.1310,0.6000,1.0000,6.8500
9.3708,4.5888,0.1073,0.0251,0.5955,0.1885,0.0314,0.1885,0.1817,6.0000,4.9908
1.4348,19.2774,0.5719,2.0944,8.6803,1.5708,3.1416,1.5708,0.7937,0.5000,7.3626
11.8215,12.0402,0.4134,2.9322,10.1457,2.1991,3.1416,2.1991,0.8879,0.7000,11.9495
9.6935,17.7371,0.1585,0.1676,1.9968,0.6283,0.1257,0.6283,0.3420,5.0000,16.2638
12.5520,9.2231,0.8589,0.7330,4.0062,1.0996,0.7854,1.0996,0.5593,1.4000,12.0348
8.9234,13.3891,0.5560,2.5133,9.3934,1.8850,3.1416,1.8850,0.8434,0.6000,10.7754
0.2658,4.7148,0.2322,0.6032,3.5608,0.7540,1.1310,0.7540,0.5241,0.6667,3.3405
5.7060,19.0695,0.4507,0.2053,3.2683,0.2199,1.5394,0.2199,0.3659,0.1429,11.7284
13.5853,0.9353,0.0112,0.4021,2.7064,0.7540,0.5027,0.7540,0.4579,1.5000,0.9621
11.7891,4.9949,0.6209,0.4021,2.7064,0.7540,0.5027,0.7540,0.4579,1.5000,8.6023
6.6495,2.4209,0.7648,3.3510,10.9291,2.5133,3.1416,2.5133,0.9283,0.8000,5.2672
7.0033,13.9138,0.9660,1.4368,6.1575,1.5394,1.5394,1.5394,0.7000,1.0000,7.2004
12.0222,12.1921,0.1818,0.0335,0.7890,0.2513,0.0314,0.2513,0.2000,8.0000,12.1611
5.4663,9.8733,0.5767,2.9322,10.1457,2.1991,3.1416,2.1991,0.8879,0.7000,7.1597
14.7496,6.0688,0.7770,0.3142,2.3484,0.4712,0.7854,0.4712,0.4217,0.6000,12.1817
6.0477,2.5908,0.3228,0.6283,3.5679,0.9425,0.7854,0.9425,0.5313,1.2000,3.4491
9.1430,7.7178,0.0011,0.0335,0.5027,0.1257,0.1257,0.1257,0.2000,1.0000,7.7193
6.1528,9.7453,0.5150,1.3572,6.7271,1.1310,2.5447,1.1310,0.6868,0.4444,7.7735
10.5062,18.5795,0.5210,1.0179,6.1648,0.8482,2.5447,0.8482,0.6240,0.3333,14.0341
18.0819,11.2203,0.2440,1.0556,5.0341,1.3195,1.1310,1.3195,0.6316,1.1667,12.6710
15.2077,0.6055,0.4047,2.9322,10.1457,2.1991,3.1416,2.1991,0.8879,0.7000,1.6570
5.5285,15.0372,0.0817,1.0263,5.0254,1.0996,1.5394,1.0996,0.6257,0.7143,14.0715
3.0080,12.4336,0.2728,1.6420,6.7516,1.7593,1.5394,1.7593,0.7319,1.1429,9.2818
2.7592,8.8551,0.8717,0.0335,0.7890,0.2513,0.0314,0.2513,0.2000,8.0000,3.3621
9.9511,17.6716,0.2400,1.6085,6.7417,1.5080,2.0106,1.5080,0.7268,0.7500,15.5872
10.0747,19.6422,0.1245,0.4691,3.0673,0.8796,0.5027,0.8796,0.4820,1.7500,18.2497
5.9758,1.1460,0.5620,0.3393,5.3110,0.2827,2.5447,0.2827,0.4327,0.1111,3.2011
19.2208,2.9136,0.1552,0.0126,0.3081,0.0942,0.0314,0.0942,0.1442,3.0000,4.0248
12.8384,14.9172,0.7831,0.3016,2.4902,0.7540,0.2827,0.7540,0.4160,2.6667,13.2724
8.5375,11.4335,0.0062,2.0944,8.6803,1.5708,3.1416,1.5708,0.7937,0.5000,11.4139
8.0687,11.4662,0.5326,0.2262,1.9314,0.5655,0.2827,0.5655,0.3780,2.0000,9.5679
9.7041,14.5252,0.4690,0.7330,4.0062,1.0996,0.7854,1.0996,0.5593,1.4000,12.1222
5.5914,18.9541,0.7895,0.0084,0.2146,0.0628,0.0314,0.0628,0.1260,2.0000,7.8366
1.4225,6.2699,0.8277,1.3404,6.1300,1.2566,2.0106,1.2566,0.6840,0.6250,2.0658
5.5325,11.2591,0.9588,0.1047,1.7275,0.1571,0.7854,0.1571,0.2924,0.2000,5.7229
9.2834,16.3726,0.2056,0.9048,4.5239,1.1310,1.1310,1.1310,0.6000,1.0000,14.7267
0.8711,18.6235,0.0163,0.1508,2.4353,0.1885,1.1310,0.1885,0.3302,0.1667,18.0349
9.3125,0.4789,0.4068,0.3016,2.4902,0.7540,0.2827,0.7540,0.4160,2.6667,1.4215
13.3779,13.3196,0.1291,0.0670,1.1444,0.1257,0.5027,0.1257,0.2520,0.2500,13.3271
8.3610,19.6560,0.9588,0.6702,4.1770,1.2566,0.5027,1.2566,0.5429,2.5000,8.7372
2.7166,15.0732,0.4018,0.0335,0.7890,0.2513,0.0314,0.2513,0.2000,8.0000,8.9778
0.0160,4.7081,0.2661,0.3351,2.3530,0.6283,0.5027,0.6283,0.4309,1.2500,3.0534
7.0668,18.3822,0.2966,0.5236,3.1416,0.7854,0.7854,0.7854,0.5000,1.0000,14.4601
2.7332,16.4853,0.5922,0.4691,3.0673,0.8796,0.5027,0.8796,0.4820,1.7500,7.2662
17.3555,0.5677,0.3654,1.8766,7.3814,1.7593,2.0106,1.7593,0.7652,0.8750,1.4169
19.2690,19.0685,0.0800,0.2011,1.6854,0.3770,0.5027,0.3770,0.3634,0.7500,19.0845
4.1406,4.5521,0.2497,0.3393,5.3110,0.2827,2.5447,0.2827,0.4327,0.1111,4.4469
7.7268,4.4947,0.4883,1.4368,6.1575,1.5394,1.5394,1.5394,0.7000,1.0000,5.9004
18.9444,4.5416,0.0599,0.8378,4.4531,1.2566,0.7854,1.2566,0.5848,1.6000,4.9817
14.4686,19.6124,0.4663,1.2315,5.5803,1.3195,1.5394,1.3195,0.6649,0.8571,17.0966
17.4539,15.2169,0.1552,0.0419,0.9830,0.3142,0.0314,0.3142,0.2154,10.0000,15.5505
2.8859,6.7982,0.1091,0.4021,2.7064,0.7540,0.5027,0.7540,0.4579,1.5000,6.2823
2.7186,10.4693,0.9418,1.5080,6.6292,1.8850,1.1310,1.8850,0.7114,1.6667,3.0612
10.6097,15.6228,0.1553,0.2639,2.2094,0.6597,0.2827,0.6597,0.3979,2.3333,14.7654
10.7781,19.6105,0.0191,2.0525,7.9763,2.1991,1.5394,2.1991,0.7884,1.4286,19.4121
12.5315,0.1130,0.7391,0.2011,1.6854,0.3770,0.5027,0.3770,0.3634,0.7500,1.0019
9.2405,12.7258,0.5506,0.1340,1.6131,0.5027,0.1257,0.5027,0.3175,4.0000,10.7224
18.0870,2.4448,0.0329,1.6420,6.7516,1.7593,1.5394,1.7593,0.7319,1.1429,2.6132
5.7411,9.0992,0.6486,0.8210,4.5008,0.8796,1.5394,0.8796,0.5809,0.5714,6.8210
12.5655,2.7570,0.2964,0.0168,0.3472,0.0628,0.1257,0.0628,0.1587,0.5000,4.4011
15.9363,19.7616,0.2231,1.6420,6.7516,1.7593,1.5394,1.7593,0.7319,1.1429,18.8633
0.3310,10.5482,0.6320,0.8042,5.0312,0.7540,2.0106,0.7540,0.5769,0.3750,3.0207
19.0496,1.3287,0.1311,0.5362,4.5776,0.5027,2.0106,0.5027,0.5040,0.2500,1.9877
0.5597,11.7049,0.2401,0.0838,1.0442,0.3142,0.1257,0.3142,0.2714,2.5000,8.0959
9.9006,5.2736,0.1153,2.0358,8.0118,1.6965,2.5447,1.6965,0.7862,0.6667,5.6986
12.1616,19.7465,0.0579,1.0179,6.1648,0.8482,2.5447,0.8482,0.6240,0.3333,19.2426
0.3108,6.8340,0.0343,3.3929,10.9406,2.8274,2.5447,2.8274,0.9322,1.1111,6.5111
0.8002,19.0840,0.2329,0.1340,1.3889,0.2513,0.5027,0.2513,0.3175,0.5000,13.2709
10.7608,4.2954,0.3029,3.3510,10.9291,2.5133,3.1416,2.5133,0.9283,0.8000,5.7484
14.6166,18.0227,0.4275,0.0335,0.5027,0.1257,0.1257,0.1257,0.2000,1.0000,16.5120
19.9789,0.0574,0.7369,1.5080,6.6292,1.8850,1.1310,1.8850,0.7114,1.6667,0.5648
14.6780,16.6182,0.2278,0.8378,6.9101,0.6283,3.1416,0.6283,0.5848,0.2000,16.1620
11.9983,11.6391,0.1343,0.0168,0.3472,0.0628,0.1257,0.0628,0.1587,0.5000,11.6869
7.8830,12.1173,0.4399,0.0126,0.3081,0.0942,0.0314,0.0942,0.1442,3.0000,10.1205
7.5698,4.1244,0.5155,3.0536,10.1788,2.5447,2.5447,2.5447,0.9000,1.0000,5.6894
13.9115,7.4348,0.4947,0.2681,2.0106,0.5027,0.5027,0.5027,0.4000,1.0000,10.2289
14.2740,13.1312,0.0651,1.4368,6.1575,1.5394,1.5394,1.5394,0.7000,1.0000,13.2036
17.6552,12.1544,0.9291,1.2064,5.5569,1.5080,1.1310,1.5080,0.6604,1.3333,17.2113
3.4854,9.4766,0.2609,2.3750,8.7097,1.9792,2.5447,1.9792,0.8277,0.7778,7.6232
8.6939,11.6123,0.4273,0.8378,6.9101,0.6283,3.1416,0.6283,0.5848,0.2000,10.2974
5.7605,10.9748,0.1630,3.7699,11.7375,2.8274,3.1416,2.8274,0.9655,0.9000,9.9949
3.5388,19.0599,0.7867,0.3351,2.3530,0.6283,0.5027,0.6283,0.4309,1.2500,6.0952
6.3183,6.3574,0.5176,0.1131,1.1310,0.2827,0.2827,0.2827,0.3000,1.0000,6.3371
7.5759,15.2771,0.1221,2.6808,9.4119,2.5133,2.0106,2.5133,0.8618,1.2500,14.1734
10.6193,18.6635,0.7765,0.0670,0.8584,0.2513,0.1257,0.2513,0.2520,2.0000,12.2062
14.7766,10.3751,0.0833,2.0525,7.9763,2.1991,1.5394,2.1991,0.7884,1.4286,10.6997
11.7478,8.0620,0.1804,0.8210,4.5008,0.8796,1.5394,0.8796,0.5809,0.5714,8.6540
12.6357,2.6313,0.1155,0.0168,0.3472,0.0628,0.1257,0.0628,0.1587,0.5000,3.2005
5.3475,1.6053,0.5095,0.2094,2.0044,0.3142,0.7854,0.3142,0.3684,0.4000,3.0288
0.5987,16.9556,0.3688,0.3351,2.3530,0.6283,0.5027,0.6283,0.4309,1.2500,9.3739
11.3291,6.0192,0.1630,2.3750,8.7097,1.9792,2.5447,1.9792,0.8277,0.7778,6.7142
15.1066,15.1630,0.4871,0.3770,3.0574,0.9425,0.2827,0.9425,0.4481,3.3333,15.1355
15.5366,7.5610,0.9655,0.0419,0.9830,0.3142,0.0314,0.3142,0.2154,10.0000,15.1808
8.8813,18.6879,0.9810,0.1676,1.9968,0.6283,0.1257,0.6283,0.3420,5.0000,9.0332
5.8170,13.2360,0.6692,2.9322,10.1457,2.1991,3.1416,2.1991,0.8879,0.7000,7.9403
2.7459,10.7407,0.7666,1.8766,7.3814,1.7593,2.0106,1.7593,0.7652,0.8750,4.2344
0.2667,9.8828,0.1334,0.0084,0.2146,0.0628,0.0314,0.0628,0.1260,2.0000,8.0633
16.5892,15.6088,0.1614,0.1340,1.6131,0.5027,0.1257,0.5027,0.3175,4.0000,15.7644
7.3249,3.9243,0.4184,0.4105,3.5972,0.4398,1.5394,0.4398,0.4610,0.2857,5.1611
7.0087,5.8921,0.8856,0.1508,2.4353,0.1885,1.1310,0.1885,0.3302,0.1667,6.8742
2.6929,13.8239,0.8647,0.1508,1.8046,0.5655,0.1257,0.5655,0.3302,4.5000,3.7971
18.5748,10.2508,0.6079,0.4524,3.1249,0.5655,1.1310,0.5655,0.4762,0.5000,14.8399
5.0436,16.3923,0.3380,0.9425,4.9065,1.4137,0.7854,1.4137,0.6082,1.8000,11.8447
16.7735,9.9049,0.6881,0.0335,0.5027,0.1257,0.1257,0.1257,0.2000,1.0000,14.3136
9.4065,9.3296,0.1042,0.3770,3.0574,0.9425,0.2827,0.9425,0.4481,3.3333,9.3376
13.6779,8.2466,0.7137,0.9425,4.9065,1.4137,0.7854,1.4137,0.6082,1.8000,11.8970
4.4308,18.2915,0.9444,0.1173,1.4223,0.4398,0.1257,0.4398,0.3037,3.5000,5.0002
18.6784,18.7002,0.9755,1.8766,7.3814,1.7593,2.0106,1.7593,0.7652,0.8750,18.6789
1.6601,0.8835,0.1216,3.0536,10.1788,2.5447,2.5447,2.5447,0.9000,1.0000,0.9587
6.6381,14.2819,0.2769,0.6032,3.8038,1.1310,0.5027,1.1310,0.5241,2.2500,11.8409
15.9492,17.5863,0.3759,1.5080,6.6292,1.8850,1.1310,1.8850,0.7114,1.6667,16.9587
2.7991,14.4258,0.6578,3.7699,11.7375,2.8274,3.1416,2.8274,0.9655,0.9000,6.0020
18.2987,8.2378,0.1816,0.4189,6.5210,0.3142,3.1416,0.3142,0.4642,0.1000,9.7169
6.6208,4.7279,0.7117,0.6158,4.0185,0.6597,1.5394,0.6597,0.5278,0.4286,6.0266
8.4798,6.6162,0.6098,0.5236,3.1416,0.7854,0.7854,0.7854,0.5000,1.0000,7.7125
7.9715,12.3865,0.1852,0.7330,4.0062,1.0996,0.7854,1.0996,0.5593,1.4000,11.4809
12.5508,19.9324,0.9533,0.4021,2.7064,0.7540,0.5027,0.7540,0.4579,1.5000,12.8544
16.6211,12.9222,0.2598,0.2011,1.6854,0.3770,0.5027,0.3770,0.3634,0.7500,13.8200
3.5150,7.9846,0.1971,0.2681,2.0106,0.5027,0.5027,0.5027,0.4000,1.0000,6.9487
2.6361,14.7427,0.4121,0.0335,0.5027,0.1257,0.1257,0.1257,0.2000,1.0000,8.7972
9.0720,9.9507,0.7774,0.4524,3.1249,0.5655,1.1310,0.5655,0.4762,0.5000,9.2630
9.3224,13.8757,0.1765,0.0670,1.1444,0.1257,0.5027,0.1257,0.2520,0.2500,12.9856
15.9975,10.3522,0.1044,1.6965,7.3476,1.4137,2.5447,1.4137,0.7399,0.5556,10.8603
3.9800,5.2961,0.8177,0.2053,3.2683,0.2199,1.5394,0.2199,0.3659,0.1429,4.2018
4.9939,2.2314,0.0772,0.5362,4.5776,0.5027,2.0106,0.5027,0.5040,0.2500,2.3927
16.6561,16.5992,0.0936,0.8378,6.9101,0.6283,3.1416,0.6283,0.5848,0.2000,16.6046
8.9852,19.2655,0.1211,1.5080,6.6292,1.8850,1.1310,1.8850,0.7114,1.6667,17.7862
7.9036,19.3934,0.2428,1.4368,6.1575,1.5394,1.5394,1.5394,0.7000,1.0000,16.1136
0.2640,9.1065,0.7146,0.0084,0.2146,0.0628,0.0314,0.0628,0.1260,2.0000,2.1092
0.5252,11.2172,0.9340,0.0754,0.8902,0.1885,0.2827,0.1885,0.2621,0.6667,1.0105
15.5368,6.1645,0.6220,0.3770,3.0574,0.9425,0.2827,0.9425,0.4481,3.3333,11.1343
16.3990,11.6136,0.7127,0.0419,0.9830,0.3142,0.0314,0.3142,0.2154,10.0000,14.9019
7.7444,8.3392,0.5620,0.5362,3.4335,1.0053,0.5027,1.0053,0.5040,2.0000,8.0014
15.2094,18.3376,0.3865,0.3016,2.4902,0.7540,0.2827,0.7540,0.4160,2.6667,17.0844
14.5800,9.2029,0.6994,0.0419,0.9830,0.3142,0.0314,0.3142,0.2154,10.0000,12.7711
2.4597,10.9535,0.7175,0.6032,3.5608,0.7540,1.1310,0.7540,0.5241,0.6667,4.3679
11.3206,10.1657,0.9779,3.3929,10.9406,2.8274,2.5447,2.8274,0.9322,1.1111,11.2942
8.7882,11.0608,0.0867,0.2053,3.2683,0.2199,1.5394,0.2199,0.3659,0.1429,10.8496
19.0732,5.2587,0.5489,0.1047,1.7275,0.1571,0.7854,0.1571,0.2924,0.2000,11.1683
15.5712,12.3725,0.5700,0.4691,3.0673,0.8796,0.5027,0.8796,0.4820,1.7500,14.1310
11.8800,3.5255,0.1723,1.6755,8.0175,1.2566,3.1416,1.2566,0.7368,0.4000,4.4359
8.6671,1.3101,0.4877,1.3572,6.0893,1.6965,1.1310,1.6965,0.6868,1.5000,3.1715
12.3466,5.3269,0.0725,0.6702,4.1770,1.2566,0.5027,1.2566,0.5429,2.5000,5.6948
15.2540,3.2106,0.2064,0.1047,1.7275,0.1571,0.7854,0.1571,0.2924,0.2000,4.6977
4.9640,2.2262,0.3111,0.6283,3.5679,0.9425,0.7854,0.9425,0.5313,1.2000,2.8908
18.3025,0.4013,0.6301,0.0377,0.6850,0.0942,0.2827,0.0942,0.2080,0.3333,2.6505
6.5689,11.2640,0.3401,0.1005,1.2325,0.3770,0.1257,0.3770,0.2884,3.0000,9.4998
19.4344,5.7437,0.4083,0.6032,3.5608,0.7540,1.1310,0.7540,0.5241,0.6667,9.5744
8.9137,18.9228,0.7779,0.3393,5.3110,0.2827,2.5447,0.2827,0.4327,0.1111,10.7175
12.8522,16.9617,0.7254,0.6702,4.1770,1.2566,0.5027,1.2566,0.5429,2.5000,13.9120
19.3160,17.9707,0.8847,0.3016,2.7399,0.3770,1.1310,0.3770,0.4160,0.3333,19.1575
7.7097,4.5328,0.5138,1.2315,5.5803,1.3195,1.5394,1.3195,0.6649,0.8571,5.9987
15.8183,10.7208,0.0941,0.0670,0.8584,0.2513,0.1257,0.2513,0.2520,2.0000,11.1413
13.0785,14.1696,0.2896,1.2566,7.4202,0.9425,3.1416,0.9425,0.6694,0.3000,13.8476
14.2780,5.2353,0.2090,0.0168,0.3472,0.0628,0.1257,0.0628,0.1587,0.5000,6.5573
12.6651,10.7338,0.6336,0.5362,4.5776,0.5027,2.0106,0.5027,0.5040,0.2500,11.9320
19.6572,17.0918,0.6666,0.0670,0.8584,0.2513,0.1257,0.2513,0.2520,2.0000,18.7741
2.3398,14.7163,0.1959,0.0168,0.4033,0.1257,0.0314,0.1257,0.1587,4.0000,11.4916
9.8942,19.9292,0.5665,0.0503,0.6766,0.1885,0.1257,0.1885,0.2289,1.5000,13.7944
13.2498,13.9797,0.1178,0.1173,1.4223,0.4398,0.1257,0.4398,0.3037,3.5000,13.8923
0.4741,19.9919,0.2429,0.0168,0.4033,0.1257,0.0314,0.1257,0.1587,4.0000,13.4393
12.9985,2.2430,0.0487,2.9322,10.1457,2.1991,3.1416,2.1991,0.8879,0.7000,2.4538
15.8537,3.3363,0.9167,1.2064,5.5569,1.5080,1.1310,1.5080,0.6604,1.3333,13.7434
5.0424,19.1468,0.9896,0.1885,1.6573,0.4712,0.2827,0.4712,0.3557,1.6667,5.1529
4.8659,13.0779,0.6807,0.1047,1.7275,0.1571,0.7854,0.1571,0.2924,0.2000,6.9787
14.0345,4.7516,0.5298,0.8378,4.4531,1.2566,0.7854,1.2566,0.5848,1.6000,8.5393
17.9350,9.0182,0.0120,0.0670,1.1444,0.1257,0.5027,0.1257,0.2520,0.2500,9.1018
7.0889,2.6601,0.6797,0.0251,0.5955,0.1885,0.0314,0.1885,0.1817,6.0000,5.2793
18.6728,1.0515,0.0730,1.6965,7.3476,1.4137,2.5447,1.4137,0.7399,0.5556,1.2758
14.6373,3.6873,0.4580,2.7143,9.4338,2.2619,2.5447,2.2619,0.8653,0.8889,6.9538
0.6088,9.7722,0.0653,0.4189,2.7323,0.6283,0.7854,0.6283,0.4642,0.8000,8.9247
2.9600,9.2696,0.3466,0.0251,0.5955,0.1885,0.0314,0.1885,0.1817,6.0000,6.6574
10.0336,1.0860,0.5965,0.4524,3.1249,0.5655,1.1310,0.5655,0.4762,0.5000,3.7614
0.6864,16.8105,0.9646,0.3393,2.7731,0.8482,0.2827,0.8482,0.4327,3.0000,1.0623
8.8761,7.9066,0.8593,0.2053,3.2683,0.2199,1.5394,0.2199,0.3659,0.1429,8.7351
3.0212,4.2721,0.9848,0.3016,2.7399,0.3770,1.1310,0.3770,0.4160,0.3333,3.0383
18.9893,11.0692,0.2321,1.3404,6.1300,1.2566,2.0106,1.2566,0.6840,0.6250,12.6262
0.6334,19.2174,0.1133,1.2064,5.5569,1.5080,1.1310,1.5080,0.6604,1.3333,16.2551
4.9823,1.0491,0.7879,1.4368,6.1575,1.5394,1.5394,1.5394,0.7000,1.0000,3.4989
1.2818,1.7366,0.0077,0.2053,3.2683,0.2199,1.5394,0.2199,0.3659,0.1429,1.7327
13.2835,9.5244,0.6315,0.4021,2.7064,0.7540,0.5027,0.7540,0.4579,1.5000,11.7889
1.8897,3.7349,0.8480,1.6085,6.7417,1.5080,2.0106,1.5080,0.7268,0.7500,2.1298
18.3542,10.6815,0.5328,0.1173,1.4223,0.4398,0.1257,0.4398,0.3037,3.5000,14.3787
11.9438,14.9932,0.1999,1.4368,6.1575,1.5394,1.5394,1.5394,0.7000,1.0000,14.3487
1.3150,13.2090,0.5633,0.8210,4.5008,0.8796,1.5394,0.8796,0.5809,0.5714,5.4373
8.3500,13.6727,0.0658,0.1340,1.6131,0.5027,0.1257,0.5027,0.3175,4.0000,13.2716
17.5009,2.7213,0.8766,2.0944,8.6803,1.5708,3.1416,1.5708,0.7937,0.5000,13.4921
3.2184,8.3778,0.3870,0.6158,4.0185,0.6597,1.5394,0.6597,0.5278,0.4286,6.0698
13.9531,15.6482,0.9464,0.1676,1.9968,0.6283,0.1257,0.6283,0.3420,5.0000,14.0408
9.0325,6.2023,0.4524,0.0042,0.1257,0.0314,0.0314,0.0314,0.1000,1.0000,7.3843
7.6603,17.0124,0.5329,0.0670,0.8584,0.2513,0.1257,0.2513,0.2520,2.0000,11.5498
0.1962,1.9015,0.9094,0.3351,2.3530,0.6283,0.5027,0.6283,0.4309,1.2500,0.3072
2.6783,16.8532,0.0732,0.0168,0.4033,0.1257,0.0314,0.1257,0.1587,4.0000,15.4004
5.0588,9.4723,0.1520,1.2064,5.5569,1.5080,1.1310,1.5080,0.6604,1.3333,8.6992
2.6229,15.4572,0.3510,0.6786,5.6817,0.5655,2.5447,0.5655,0.5451,0.2222,9.5111
2.2328,10.9071,0.4814,1.2064,5.5569,1.5080,1.1310,1.5080,0.6604,1.3333,6.0596
5.8932,17.2118,0.6609,0.1508,1.3892,0.3770,0.2827,0.3770,0.3302,1.3333,9.1267
2.7950,0.9647,0.6746,0.5362,4.5776,0.5027,2.0106,0.5027,0.5040,0.2500,2.0244
9.3643,11.7613,0.9142,0.5236,3.1416,0.7854,0.7854,0.7854,0.5000,1.0000,9.5571
7.6417,15.5249,0.4815,0.2681,2.0106,0.5027,0.5027,0.5027,0.4000,1.0000,11.3636
3.3781,15.0488,0.8095,1.0556,5.0341,1.3195,1.1310,1.3195,0.6316,1.1667,5.1112
6.7377,4.7428,0.0275,0.1885,1.6573,0.4712,0.2827,0.4712,0.3557,1.6667,4.7912
5.2089,9.9519,0.4277,0.1047,1.7275,0.1571,0.7854,0.1571,0.2924,0.2000,7.6824
12.6726,11.3365,0.7455,0.8042,5.0312,0.7540,2.0106,0.7540,0.5769,0.3750,12.3229
14.0915,13.8159,0.7735,1.2315,5.5803,1.3195,1.5394,1.3195,0.6649,0.8571,14.0288
12.6913,9.3416,0.9612,0.0168,0.4033,0.1257,0.0314,0.1257,0.1587,4.0000,12.5469
15.6799,1.4334,0.2155,0.3351,2.3530,0.6283,0.5027,0.6283,0.4309,1.2500,2.2941
12.8673,14.1472,0.3747,1.0723,5.5554,1.0053,2.0106,1.0053,0.6350,0.5000,13.6583
8.1333,10.9701,0.7737,0.3770,3.0574,0.9425,0.2827,0.9425,0.4481,3.3333,8.7306
6.8920,13.1292,0.0069,0.7540,4.0306,0.9425,1.1310,0.9425,0.5646,0.8333,13.0779
8.4858,10.4295,0.1763,0.1885,1.6573,0.4712,0.2827,0.4712,0.3557,1.6667,10.0682
4.3862,5.2321,0.6343,4.1888,12.5664,3.1416,3.1416,3.1416,1.0000,1.0000,4.6847
15.6337,19.3191,0.6069,0.2639,2.2094,0.6597,0.2827,0.6597,0.3979,2.3333,17.0243
14.6881,2.0796,0.6428,2.3750,8.7097,1.9792,2.5447,1.9792,0.8277,0.7778,6.8136
3.8717,6.7870,0.7405,0.8378,4.4531,1.2566,0.7854,1.2566,0.5848,1.6000,4.5441
7.2458,12.2338,0.8885,0.4189,6.5210,0.3142,3.1416,0.3142,0.4642,0.1000,7.7180
7.2251,4.7518,0.8957,3.7699,11.7375,2.8274,3.1416,2.8274,0.9655,0.9000,6.9277
18.3905,9.6976,0.3361,0.4105,3.5972,0.4398,1.5394,0.4398,0.4610,0.2857,12.1796
19.7800,12.9168,0.3460,1.3572,6.7271,1.1310,2.5447,1.1310,0.6868,0.4444,15.0523
14.0397,19.2630,0.3358,0.0293,0.6922,0.2199,0.0314,0.2199,0.1913,7.0000,17.3923
4.5521,4.7693,0.4654,0.2011,1.6854,0.3770,0.5027,0.3770,0.3634,0.7500,4.6674
1.2591,19.5912,0.5177,0.1508,1.8046,0.5655,0.1257,0.5655,0.3302,4.5000,8.1681
9.6683,11.0400,0.2424,0.8210,4.5008,0.8796,1.5394,0.8796,0.5809,0.5714,10.6967
11.8391,5.3932,0.6940,0.3016,2.7399,0.3770,1.1310,0.3770,0.4160,0.3333,9.4260
4.2548,16.1717,0.9570,0.3393,5.3110,0.2827,2.5447,0.2827,0.4327,0.1111,4.5815
16.1197,5.0075,0.3778,1.6755,8.0175,1.2566,3.1416,1.2566,0.7368,0.4000,7.9831
16.8255,2.4315,0.1824,0.2053,3.2683,0.2199,1.5394,0.2199,0.3659,0.1429,3.8359
8.8636,9.0940,0.1031,2.6808,9.4119,2.5133,2.0106,2.5133,0.8618,1.2500,9.0700
19.3470,0.1373,0.3438,0.3016,2.7399,0.3770,1.1310,0.3770,0.4160,0.3333,0.4234
6.9539,13.4457,0.0821,0.0377,0.8859,0.2827,0.0314,0.2827,0.2080,9.0000,12.8120
7.2521,14.3087,0.4640,0.1131,1.1310,0.2827,0.2827,0.2827,0.3000,1.0000,10.7180
19.9836,6.6264,0.0541,0.3393,2.7731,0.8482,0.2827,0.8482,0.4327,3.0000,7.0867
12.9910,8.1684,0.2241,3.3929,10.9406,2.8274,2.5447,2.8274,0.9322,1.1111,9.1062
9.8815,14.4478,0.2749,2.0944,8.6803,1.5708,3.1416,1.5708,0.7937,0.5000,13.0865
7.4240,10.4583,0.9848,0.6032,3.5608,0.7540,1.1310,0.7540,0.5241,0.6667,7.4658
18.3396,1.4428,0.6780,0.1676,1.9968,0.6283,0.1257,0.6283,0.3420,5.0000,8.0336
13.2780,6.5303,0.3686,0.6158,4.0185,0.6597,1.5394,0.6597,0.5278,0.4286,8.5953
3.2075,18.3812,0.9478,0.0419,0.9830,0.3142,0.0314,0.3142,0.2154,10.0000,3.7596
14.0048,16.7322,0.3785,2.6808,9.4119,2.5133,2.0106,2.5133,0.8618,1.2500,15.6637
1.4399,0.2647,0.8656,1.0556,5.0341,1.3195,1.1310,1.3195,0.6316,1.1667,1.1139
12.3698,18.5876,0.3214,0.5362,3.4335,1.0053,0.5027,1.0053,0.5040,2.0000,16.4233
16.9421,17.8433,0.2047,1.3404,6.1300,1.2566,2.0106,1.2566,0.6840,0.6250,17.6563
18.9118,6.8899,0.2961,1.8473,7.3588,1.9792,1.5394,1.9792,0.7612,1.2857,9.4204
8.3469,3.1553,0.3997,1.5080,6.6292,1.8850,1.1310,1.8850,0.7114,1.6667,4.7264
2.6356,0.5205,0.9139,1.3404,6.1300,1.2566,2.0106,1.2566,0.6840,0.6250,2.2590
16.4785,16.5557,0.3594,1.2064,5.5569,1.5080,1.1310,1.5080,0.6604,1.3333,16.5279
3.1036,14.1303,0.3063,2.6808,9.4119,2.5133,2.0106,2.5133,0.8618,1.2500,10.0049
12.4208,17.5860,0.1345,0.4021,2.7064,0.7540,0.5027,0.7540,0.4579,1.5000,16.8265
18.6976,7.3013,0.2149,1.6965,7.3476,1.4137,2.5447,1.4137,0.7399,0.5556,9.0597
3.3995,7.8133,0.6924,0.2011,1.6854,0.3770,0.5027,0.3770,0.3634,0.7500,4.5678
19.2289,19.8882,0.9911,0.0377,0.8859,0.2827,0.0314,0.2827,0.2080,9.0000,19.2347
17.1998,5.1112,0.9424,0.1508,1.8046,0.5655,0.1257,0.5655,0.3302,4.5000,16.0915
