Kp,Km,f,p,K
7.4466,3.9304,0.2402,0.8889,4.6191
8.1139,13.8715,0.6688,0.8000,9.8353
8.7765,14.9483,0.0367,1.4000,14.6872
13.5730,10.8667,0.3856,0.1429,11.8632
9.3014,10.5171,0.7831,0.2500,9.5569
19.0653,8.1343,0.3435,3.5000,11.0984
7.0940,11.1394,0.5660,2.0000,8.7206
6.7804,14.6126,0.3183,0.5000,11.7587
17.9172,5.8702,0.9931,0.2222,17.7905
10.9087,15.6911,0.0273,0.3333,15.5453
14.9857,1.5164,0.2725,0.3333,2.8964
2.4975,9.4336,0.5023,1.6667,5.4538
9.0647,7.9831,0.3697,0.7143,8.3719
1.4950,18.2222,0.2219,1.0000,13.3498
13.2668,8.5604,0.3864,0.8571,10.1953
14.0730,18.9017,0.8043,1.2857,14.9522
18.3790,8.0906,0.7846,0.5556,15.5087
13.2014,4.8499,0.6554,1.3333,9.4266
13.8021,17.4524,0.3574,1.0000,16.0865
17.0745,9.8798,0.3390,1.0000,11.9816
9.3580,8.4715,0.0527,1.0000,8.5167
9.1696,11.0473,0.8629,4.0000,9.4142
16.1221,4.9714,0.0739,0.5556,5.4675
16.4953,5.1432,0.6846,0.8750,11.4541
3.8087,4.1947,0.5736,1.2500,3.9704
0.5135,11.6125,0.4310,1.1667,5.7659
1.1363,16.7030,0.4862,1.7500,7.6400
2.8587,17.0532,0.6785,1.4286,6.4651
3.4284,12.8779,0.2032,1.2500,10.4902
12.5169,19.7002,0.3683,0.7778,16.8340
0.5903,19.5796,0.7599,2.0000,3.8703
9.4466,13.6525,0.1050,3.0000,13.1650
13.5689,15.7096,0.6391,0.2500,14.3179
2.2958,6.9760,0.7556,1.5000,3.2326
4.7213,15.6103,0.6462,0.8750,7.9418
5.7816,0.9279,0.6684,1.0000,2.9837
3.4551,7.0567,0.5923,3.0000,4.7571
6.4741,7.1400,0.7403,0.5000,6.6430
16.0222,2.5947,0.4641,0.4286,6.0482
5.9927,19.6449,0.1436,0.3333,17.1097
15.5125,8.3151,0.3187,6.0000,10.2622
11.0554,8.1297,0.8478,1.6667,10.5661
11.0938,15.6538,0.6578,10.0000,12.5463
14.6129,8.6641,0.3890,0.5000,10.7015
15.4725,11.5256,0.9170,0.2500,15.1130
18.0169,13.0094,0.5276,0.5000,15.5030
2.7633,0.6602,0.1589,4.0000,0.8544
15.8815,8.0802,0.6930,0.6667,13.0064
3.7883,19.1789,0.7834,10.0000,6.2711
0.5795,11.9104,0.8465,0.2500,1.6251
2.5477,18.6616,0.4573,4.0000,9.7562
2.6747,18.7408,0.0890,3.3333,16.7459
2.5662,15.1148,0.1356,1.6667,12.8604
18.7052,10.7783,0.5713,0.6250,14.8821
5.4646,16.4858,0.6235,5.0000,8.9229
18.8536,0.2149,0.6972,3.3333,2.2257
12.7630,14.9304,0.4157,4.0000,14.0027
17.4506,2.0607,0.1387,0.8750,2.7417
7.3415,0.9682,0.3101,0.6667,1.7714
4.7240,3.7138,0.7124,2.0000,4.4153
3.7464,9.4568,0.2125,0.1429,7.9241
10.9130,0.1927,0.7338,0.2000,2.3570
5.1023,17.1636,0.3893,2.6667,11.6336
6.1165,9.4698,0.0211,1.0000,9.3898
0.3110,2.9987,0.6508,2.5000,1.0304
11.7498,4.9091,0.6344,0.1111,8.7892
19.2512,1.1358,0.7184,5.0000,8.2679
16.9970,4.1049,0.8016,0.4000,12.8502
0.1588,9.3098,0.6809,1.3333,2.3426
12.6805,9.2195,0.2770,1.0000,10.0986
7.1858,7.0211,0.6545,4.0000,7.1286
2.2812,8.8201,0.7648,0.8333,3.5094
10.8164,6.5881,0.2920,1.1667,7.6605
8.3284,11.4419,0.8185,5.0000,8.8495
10.3420,19.8471,0.0777,0.2000,18.9548
17.7225,14.3570,0.9089,0.6250,17.3943
2.9879,7.2199,0.9977,4.5000,2.9957
8.6935,11.4546,0.4188,1.0000,10.2416
1.1808,7.6067,0.2659,1.1667,5.4512
7.6206,7.4417,0.2600,2.2500,7.4879
14.4474,8.4855,0.3401,1.8000,10.2459
1.9024,14.8625,0.7886,2.0000,3.9426
13.3438,7.2016,0.6365,0.2000,10.7963
5.9280,12.5298,0.7472,0.7500,7.3661
11.9713,17.0574,0.9032,0.8889,12.4190
3.0370,2.4005,1.0000,0.4286,3.0370
8.7275,3.4869,0.9772,1.0000,8.5503
0.2536,19.0126,0.4760,2.6667,8.0351
4.5805,19.5500,0.4777,0.5556,11.2405
5.2736,5.0401,0.0686,2.0000,5.0559
10.2277,5.6924,0.3047,0.2500,6.8805
4.3017,16.7657,0.9231,2.5000,5.0246
6.9222,16.0420,0.6862,1.0000,9.3886
14.9563,7.3992,0.2864,5.0000,9.1746
8.2724,7.2562,0.4339,1.0000,7.6858
1.1151,5.4348,0.3674,1.6000,3.5204
7.8006,5.1894,0.5003,1.2500,6.3948
9.4897,19.8879,0.1576,3.3333,17.9503
16.5064,0.9253,0.4476,2.5000,2.9300
6.0729,13.5267,0.9147,0.4286,6.5931
16.4358,10.0337,0.0888,1.0000,10.5097
11.3136,2.2658,0.3721,3.0000,4.2444
1.0876,9.2263,0.0525,2.2500,8.6210
5.2003,14.3726,0.8224,0.3750,6.5022
11.7821,19.2121,0.8051,0.5000,13.0722
9.5947,10.5780,0.8430,0.5556,9.7449
3.9730,18.7083,0.6620,2.5000,7.9436
4.7803,19.7917,0.9610,2.0000,5.2164
15.6039,9.3143,0.5978,0.5556,12.7685
12.3462,7.2759,0.8784,1.0000,11.6072
2.8826,1.8067,0.0524,0.7500,1.8542
14.3226,16.8841,0.0232,0.3333,16.8215
8.0301,8.2741,0.2052,1.7500,8.2237
9.2477,15.1472,0.5777,1.2000,11.5409
14.1456,11.0807,0.7713,2.0000,13.3962
8.0242,9.5248,0.8721,0.8750,8.2073
0.2877,5.3318,0.0809,1.5000,4.7529
1.4928,2.7055,0.8500,1.8000,1.6507
11.8214,1.5540,0.9304,1.3333,9.8574
8.9200,16.9319,0.5376,2.6667,12.2730
18.5324,6.7409,0.0527,0.5556,7.1467
1.8979,13.4799,0.8868,0.9000,2.8643
7.5084,2.0887,0.1598,1.0000,2.5904
10.9200,11.7473,0.7958,0.6667,11.0858
2.2336,2.2961,0.3073,2.0000,2.2767
18.0893,4.9869,0.6525,1.0000,11.5412
12.6655,8.2835,0.8743,0.5556,12.0330
18.1082,14.3093,0.1454,1.7500,14.8230
12.6111,17.3934,0.8694,0.8333,13.1854
0.2846,16.3086,0.8623,0.4444,1.7461
6.3296,4.6490,0.7475,10.0000,5.8700
2.2374,6.9267,0.6675,1.7500,3.5366
12.5893,19.2122,0.9317,0.6000,12.9923
1.2142,6.0263,0.3930,7.0000,3.7147
13.4799,3.0839,0.4441,0.6000,5.9737
9.5488,14.8887,0.2174,0.8333,13.6079
6.1109,5.6579,0.7969,3.0000,6.0170
10.3267,6.5768,0.8700,0.1667,9.7708
14.1406,0.0266,0.7262,0.8571,0.2358
16.2722,11.2783,0.1291,2.5000,11.8509
6.3162,8.8827,0.0946,3.0000,8.6162
6.2260,3.2273,0.0937,1.1250,3.4466
6.8995,14.0692,0.1952,0.2500,12.4111
13.3261,10.8806,0.4425,2.0000,11.9196
17.2214,5.0924,0.3185,0.2500,7.8085
15.2356,7.8622,0.6442,0.1250,12.2355
17.5168,4.8924,0.7413,0.5000,12.6444
17.4247,11.6538,0.3328,2.0000,13.3867
3.4558,1.0549,0.8172,1.6667,2.7846
17.0045,12.0459,0.2530,1.0000,13.1835
19.1918,0.7994,0.6137,0.5000,3.9259
15.4041,17.2482,0.8565,1.1667,15.6606
17.5003,6.8622,0.1791,2.5000,8.2269
1.3483,2.2447,0.5045,0.4286,1.7591
12.9358,11.8685,0.7115,0.8000,12.6214
6.4819,12.6015,0.2308,1.3333,10.9871
12.8069,15.6276,0.8079,2.0000,13.3220
17.5950,14.7303,0.5789,0.8000,16.3446
7.4728,15.8319,0.9785,1.6000,7.6213
15.3348,12.9742,0.8883,1.6000,15.0571
3.3617,18.2382,0.7638,0.1429,5.6439
10.3945,12.1215,0.8833,1.0000,10.5876
12.5491,14.7289,0.3262,3.0000,13.9932
14.2783,14.2650,0.7231,0.5000,14.2746
6.1279,13.7997,0.4632,1.3333,9.8514
5.2737,18.3974,0.7400,1.1667,8.0448
18.3201,19.3909,0.5612,7.0000,18.7850
12.3007,6.5785,0.4116,0.7500,8.5922
1.8635,1.8963,0.0604,4.0000,1.8943
12.5539,16.1307,0.5004,0.4444,14.2710
3.8406,13.6547,0.5157,2.5000,7.8909
15.5393,3.4649,0.5176,0.3333,7.7423
17.2900,9.6202,0.5063,1.5000,13.0568
6.6716,18.7868,0.4223,0.2222,12.7475
2.7083,2.7614,0.6550,3.0000,2.7265
15.3093,13.1931,0.7209,0.7778,14.6962
6.3723,3.8808,0.6660,0.6667,5.4305
5.0476,12.5297,0.4936,2.0000,8.4099
4.0015,12.4147,0.0961,1.5000,11.3952
1.3802,8.8195,0.8100,1.0000,2.4536
11.0382,13.1789,0.3954,1.1111,12.3038
8.0762,8.9430,0.3721,7.0000,8.6137
15.0023,17.0321,0.3148,1.0000,16.3752
9.7437,14.1465,0.4099,1.0000,12.2241
7.6957,8.5709,0.5154,5.0000,8.1122
1.2282,12.4039,0.2827,0.1250,7.4124
4.2738,12.8238,0.4749,4.0000,8.1799
10.8775,17.7550,0.0286,1.0000,17.5301
8.2129,19.8721,0.1388,0.6000,17.9170
18.0193,14.5671,0.1188,0.5000,14.9509
1.1258,10.1165,0.5110,5.0000,4.6285
8.8702,0.9786,0.9389,1.0000,7.3430
10.7563,2.1644,0.3567,2.2500,3.8989
2.6812,17.1659,0.9422,0.2500,3.2218
10.8189,18.3189,0.3046,0.8889,15.7945
17.1474,13.4332,0.2249,0.2222,14.2158
3.9603,9.2467,0.1088,0.6000,8.5506
3.1122,19.2278,0.6043,1.6000,8.2488
1.2276,1.5983,0.5555,0.2857,1.3847
13.2215,7.7183,0.6047,0.7000,10.7626
0.3721,0.3287,0.7927,0.3750,0.3628
5.8221,11.8381,0.0209,0.6667,11.6869
19.4765,11.3647,0.9887,5.0000,19.3652
15.2928,0.2454,0.0869,0.3333,0.3352
4.8737,11.7961,0.9005,2.0000,5.4355
13.6423,7.2043,0.2381,1.1429,8.4540
2.7571,0.5087,0.8093,4.0000,2.0052
12.5962,19.5716,0.6151,0.4444,15.0685
17.1403,2.6439,0.2792,0.4000,4.5550
17.9960,11.0115,0.6509,4.5000,15.2631
6.9674,17.2688,0.8869,1.0000,7.9224
9.7262,13.6508,0.3809,0.6250,12.0609
13.5903,0.6994,0.8686,1.3333,6.9580
14.0824,8.8040,0.9129,3.0000,13.5435
9.2177,8.7965,0.9111,0.2222,9.1797
7.2854,15.3222,0.8805,0.3333,8.0800
5.6053,19.9968,0.2160,0.4444,16.0950
1.5241,5.1493,0.0142,4.0000,5.0806
8.8925,17.7163,0.0920,1.6667,16.7580
3.3141,0.9944,0.7194,0.4444,2.3861
7.9750,6.6331,0.3084,0.8571,7.0285
18.4117,14.5911,0.2131,1.2500,15.3529
10.2267,9.9740,0.1171,0.5000,10.0034
18.2828,10.9332,0.3633,0.6000,13.2747
1.8387,4.4928,0.3328,0.7500,3.4748
19.8607,2.4596,0.6088,0.5714,8.1508
1.9287,9.7042,0.0109,1.0000,9.5889
6.2629,17.4808,0.0885,1.1111,16.2469
15.7075,12.8285,0.5550,0.9000,14.3748
12.0480,8.9647,0.9681,4.0000,11.9393
9.3182,2.7429,0.7644,0.5000,7.0181
5.9626,2.8232,0.3486,0.1429,3.7463
2.6635,19.6519,0.9180,3.0000,3.6478
5.9002,19.4377,0.9470,1.2857,6.4567
3.3325,8.5779,0.3323,0.7500,6.5578
6.3421,15.1208,0.2526,0.3000,12.4691
2.1968,11.1718,0.4487,10.0000,6.3319
16.6418,15.1331,0.7402,1.0000,16.2402
19.4319,19.5184,0.0971,1.0000,19.5100
4.3654,0.8375,0.7819,0.6250,2.9695
14.1216,7.0201,0.2707,1.0000,8.5629
0.7803,9.5330,0.1286,0.8571,7.9958
12.3259,3.4987,0.9491,0.6000,11.5459
13.3873,7.1181,0.8187,1.2500,11.9921
0.7440,17.7694,0.1265,2.0000,14.7252
0.0667,1.3831,0.7311,0.5000,0.3219
2.8493,1.8549,0.2391,0.2000,2.0670
17.2481,4.1161,0.1116,3.0000,4.9256
5.5207,12.3040,0.2308,1.0000,10.4807
10.6338,5.4686,0.8174,2.6667,9.4723
10.4444,14.9557,0.1970,0.3750,13.9857
11.3524,6.1145,0.8783,0.8571,10.5606
6.6607,15.3089,0.7603,1.2000,8.4217
8.2683,5.0577,0.8753,0.5000,7.7978
8.2870,13.4203,0.0270,2.2500,13.2619
19.6784,2.6383,0.2373,1.0000,4.1691
1.1548,18.8490,0.4101,0.8571,9.9421
7.9309,8.8917,0.4115,0.6667,8.4877
15.8264,7.1599,0.2376,8.0000,8.7875
11.8837,3.3960,0.8760,0.3000,10.2500
6.1913,9.9815,0.0891,3.0000,9.5983
18.0361,9.0433,0.6658,0.3333,14.4838
1.8625,1.3243,0.2476,1.0000,1.4452
6.3805,17.7576,0.1123,0.2000,16.0808
17.7392,18.1557,0.6029,3.0000,17.9038
13.1486,15.6531,0.9691,0.8571,13.2219
13.6903,9.4389,0.7458,2.5000,12.4958
9.4790,15.9228,0.1121,0.2500,15.0900
2.8249,17.5129,0.1757,0.4000,14.0211
19.0185,13.4450,0.3235,0.1250,15.1116
17.6525,1.4077,0.0869,0.3333,1.7921
8.7488,2.4894,0.7651,0.3333,6.5957
16.6991,8.5073,0.5153,0.7500,12.1633
6.5029,15.6533,0.1673,0.7500,13.8238
7.3528,11.7829,0.5807,1.2000,9.0676
15.8968,9.4427,0.2137,0.3333,10.6248
1.9862,0.6758,0.1556,8.0000,0.8177
19.0356,3.6015,0.5992,4.0000,10.0155
0.0295,18.6364,0.2915,2.0000,11.4248
5.9079,11.8153,0.4848,0.9000,8.6823
0.9691,10.1267,0.2008,1.5000,7.6905
8.8548,4.3688,0.0990,1.2500,4.7086
15.7969,19.0410,0.3064,0.5000,18.0058
18.2704,7.2452,0.2027,0.7778,8.8397
10.6651,9.1709,0.8470,4.5000,10.4262
16.0815,16.6162,0.6981,0.3333,16.2417
11.2532,15.8133,0.3472,1.2500,14.1239
15.0175,8.8205,0.6606,1.0000,12.6129
0.1846,12.4807,0.3844,0.6000,6.4808
9.5357,19.1102,0.5446,0.6000,13.4573
5.0066,13.2696,0.1403,2.0000,11.8501
6.1584,5.3298,0.6631,2.2500,5.8699
19.3390,14.4631,0.4701,0.2857,16.6325
4.1761,11.2216,0.4385,3.5000,7.6905
10.4095,19.4596,0.7793,0.8000,12.1559
4.5109,6.0175,0.1093,1.5000,5.8396
11.3440,9.9404,0.6948,0.1667,10.9023
19.9633,5.6791,0.0606,0.1000,6.2731
2.6373,1.4842,0.5817,0.7500,2.0898
19.0935,2.2279,0.3742,0.6667,4.7305
2.4776,1.5061,0.3591,0.4286,1.8143
3.7248,19.9238,0.7174,4.5000,7.2275
12.9301,11.9920,0.6979,1.5000,12.6415
2.5634,15.7794,0.7950,1.6000,4.6207
1.6264,17.2254,0.5849,0.1250,5.6110
13.1845,16.5414,0.4550,1.0000,14.9554
0.5480,18.7385,0.1889,1.2857,14.0659
19.7036,0.7171,0.1656,0.6250,1.1136
10.7866,2.7942,0.8774,1.6667,9.0974
7.4767,14.5088,0.4280,1.5000,11.1901
14.1347,17.4419,0.4121,0.4000,16.0254
18.9482,7.4821,0.5004,1.0000,12.0530
7.6455,4.3238,0.5548,0.2000,6.0024
13.8582,11.5202,0.4262,0.2222,12.4809
12.0414,0.5129,0.7937,9.0000,6.4162
15.5052,0.8701,0.4182,2.3333,2.5288
11.8367,18.6690,0.2193,1.0000,17.0130
7.5236,8.0330,0.6510,3.5000,7.6989
17.0130,15.6984,0.9308,0.7500,16.9197
4.5147,4.8526,0.2002,0.5000,4.7837
15.9392,12.1709,0.7939,0.1429,15.1059
19.9376,17.8637,0.3909,4.0000,18.6559
5.6262,12.5884,0.5018,0.1429,8.6306
14.2076,18.4829,0.9133,1.5000,14.5517
13.2928,19.9161,0.4055,0.2000,17.0193
8.2967,3.0018,0.6397,0.8750,5.7977
9.9654,0.4959,0.4006,0.5000,1.3642
18.9825,18.2253,0.1796,0.2500,18.3598
19.0636,2.9599,0.8664,1.1111,14.1951
14.6585,1.7989,0.8892,0.5000,11.0360
7.6936,14.3139,0.5091,0.1250,10.5960
0.8017,3.5003,0.2283,1.7500,2.7267
11.6587,3.1944,0.9275,3.0000,10.6286
11.2943,9.5786,0.2007,2.0000,9.9074
7.1037,18.9746,0.6716,1.0000,10.4157
17.6040,14.8214,0.4703,0.4000,16.0888
12.4906,13.4467,0.8425,0.5000,12.6381
12.4803,1.4069,0.0255,1.0000,1.4862
5.9148,6.1221,0.4514,0.9000,6.0280
1.4936,18.7367,0.4189,2.5000,9.8128
5.8741,17.1387,0.0469,0.7778,16.4695
4.6948,17.8169,0.9260,0.4000,5.4164
6.9179,11.7717,0.9632,0.3333,7.0710
16.9698,3.2517,0.2366,3.0000,4.9635
3.2073,3.5209,0.3723,4.5000,3.4019
3.1573,14.9513,0.6595,1.2500,6.4039
10.1732,18.9057,0.3058,1.2857,15.9142
12.0660,13.1596,0.9314,0.7000,12.1391
3.2279,10.8766,0.1879,4.0000,9.0665
12.7091,11.9531,0.7124,0.2000,12.4885
16.8788,4.6921,0.1038,0.3333,5.4570
15.6454,16.3954,0.3123,3.5000,16.1586
5.2913,15.7699,0.7899,1.3333,7.0864
6.2940,11.7812,0.1445,6.0000,10.8579
3.6639,8.7252,0.3146,0.8000,6.8884
8.9495,10.9948,0.7664,1.6667,9.4042
6.5336,7.0594,0.2996,0.1111,6.8990
5.5963,19.9158,0.6375,0.1429,9.5058
18.6353,7.2993,0.7268,1.7500,14.5436
7.9938,19.3235,0.7105,1.8000,10.7804
7.5885,0.4948,0.6650,2.5000,2.5542
11.8569,15.5568,0.3445,5.0000,14.2103
1.3701,8.8036,0.7474,8.0000,2.7584
4.1048,12.6100,0.7786,2.0000,5.6297
14.4724,6.2805,0.6771,0.5000,11.1731
11.5030,18.4363,0.1851,1.0000,17.0071
4.0047,4.4665,0.3051,0.7500,4.3221
16.8696,7.4897,0.3140,0.3333,9.8349
8.4746,6.1629,0.9983,2.3333,8.4701
10.8950,0.7564,0.7858,2.0000,5.0738
10.5593,12.1034,0.7005,7.0000,11.0076
3.7022,16.7173,0.8342,2.0000,5.3531
1.6338,11.7650,0.3656,0.3333,7.0224
9.2819,7.2691,0.8297,0.3333,8.9141
0.6111,2.7977,0.7667,3.3333,1.0035
8.6997,2.3307,0.6472,0.9000,5.4518
11.1573,19.6243,0.0309,1.0000,19.3203
12.7756,10.8338,0.9995,0.8571,12.7747
0.6843,1.7302,0.7768,3.0000,0.8774
14.1980,5.1219,0.3275,10.0000,7.3761
3.3865,4.1955,0.0428,1.4000,4.1586
11.8676,6.2922,0.4620,1.3333,8.5164
12.1613,18.0750,0.5729,0.1667,14.5004
15.4472,10.4139,0.5272,1.4286,12.8806
1.1255,3.2447,0.2553,1.6667,2.5967
17.0945,2.8722,0.8097,1.5000,11.7006
7.6857,1.2811,0.7549,8.0000,5.1219
7.9924,17.0929,0.7083,1.0000,10.2948
6.5083,19.4891,0.8210,0.9000,8.3900
11.1078,18.5805,0.3331,3.5000,15.8367
5.9084,8.1904,0.4886,1.4286,7.0197
7.3224,18.0322,0.9810,0.1429,7.4739
6.9810,9.6899,0.9450,1.0000,7.1168
12.6045,9.3935,0.1525,1.2500,9.8401
13.2888,3.3566,0.9946,2.6667,13.1897
19.8419,1.6572,0.6270,2.6667,7.1181
18.8872,12.6632,0.0821,1.0000,13.1073
7.0070,6.2196,0.4458,0.2222,6.5628
3.8600,9.3271,0.3061,3.0000,7.3758
18.3915,4.2214,0.4487,1.0000,8.1537
5.7738,0.0289,0.2724,0.1667,0.0967
11.0172,15.9522,0.2388,2.0000,14.6718
18.3865,7.3609,0.9568,1.0000,17.6874
1.8010,0.3028,0.8402,2.6667,1.3313
5.1539,14.2996,0.8821,1.1429,6.0238
8.5410,4.3716,0.9267,1.0000,8.1474
11.5545,13.7743,0.9533,0.5556,11.6528
17.9904,4.9201,0.0625,0.3333,5.4014
4.3645,5.3217,0.9078,0.7500,4.4479
19.3406,2.6414,0.8686,1.0000,13.9999
8.6796,6.8842,0.0111,0.6000,6.9025
15.6964,15.0878,0.2410,0.3000,15.2330
10.5047,17.7848,0.9300,0.3750,10.9454
6.6255,14.2087,0.4602,1.5000,10.3445
8.6319,4.9295,0.4477,0.5556,6.3900
14.3580,9.0278,0.0715,0.3750,9.3527
18.3242,18.6245,0.5029,0.1000,18.4731
17.8006,12.3134,0.3808,2.0000,14.2292
2.6941,5.1658,0.3492,0.2500,4.1880
2.3983,12.6221,0.0066,0.2500,12.5194
17.8690,13.9106,0.7697,1.4000,16.8926
13.0617,8.0732,0.9707,0.5000,12.8876
0.8056,3.8696,0.3656,5.0000,2.4943
10.0943,6.1415,0.4348,2.0000,7.6780
17.8891,13.8591,0.8709,0.8333,17.3254
7.7146,12.6072,0.0906,5.0000,12.1015
5.8410,4.9965,0.9587,3.0000,5.8043
4.6807,0.8684,0.5239,0.5556,2.0767
4.0190,10.6290,0.3277,3.3333,8.0869
7.6061,3.5240,0.4910,0.1111,5.2777
11.8958,10.4380,0.7092,7.0000,11.4583
5.3677,17.4256,0.1909,1.6667,14.5824
12.4489,12.2723,0.5625,0.8750,12.3714
16.0913,5.4286,0.6177,6.0000,10.8943
2.0794,17.0908,0.1521,0.7500,14.0415
14.5848,3.1492,0.9526,0.8000,13.4561
12.9718,5.1884,0.2099,4.5000,6.4028
9.4931,13.4116,0.8764,1.0000,9.9357
18.6582,4.5191,0.2324,0.8000,6.3510
1.9289,16.5193,0.4587,3.3333,8.4161
11.9821,6.4819,0.9047,0.3000,11.3398
4.6713,9.7677,0.5865,2.0000,6.5415
0.6466,15.2745,0.0398,0.3333,14.3329
11.5972,14.7535,0.2774,0.7143,13.8303
16.8440,12.7205,0.2514,0.8000,13.6796
11.1379,4.9828,0.2149,3.5000,6.0040
16.7977,14.6863,0.6761,1.4286,16.0921
4.0990,6.7901,0.5533,0.8750,5.2076
12.4251,6.0554,0.2028,0.3333,7.0863
3.4804,2.5428,0.9861,0.7143,3.4658
5.7908,0.2028,0.0285,0.2500,0.2268
0.3701,18.4986,0.6506,0.6667,5.1329
14.0299,18.2001,0.0972,0.4444,17.7640
19.0418,7.6430,0.3828,1.0000,10.9815
14.9802,14.0278,0.3243,1.3333,14.3321
15.1345,13.4468,0.0896,1.1667,13.5925
10.8418,2.5535,0.2707,1.6000,3.8266
5.6413,4.0194,0.8978,0.5000,5.4562
4.8975,18.0565,0.6770,0.5000,8.3394
5.7264,17.8367,0.4982,0.3333,10.9075
19.2627,7.5536,0.4608,0.4000,11.8555
4.6139,5.0039,0.5508,0.7000,4.7865
10.7464,12.0540,0.3307,4.0000,11.6108
4.1002,12.5090,0.1865,2.5000,10.5706
8.6808,0.3937,0.1152,0.1429,0.6457
2.8442,16.3947,0.5859,0.4444,7.3154
7.5117,10.3589,0.3643,1.5000,9.2571
15.8712,18.1887,0.0753,1.2000,18.0070
16.2563,2.3725,0.3306,1.0000,4.3632
18.0758,18.9230,0.5941,3.3333,18.4166
10.8075,18.5409,0.5018,0.5000,14.3623
16.3573,1.8961,0.7813,0.5556,9.3548
14.1683,8.3051,0.8234,1.4000,12.9414
0.8642,6.4572,0.8972,1.6667,1.2815
2.9189,16.9251,0.5696,1.2857,7.8643
4.6667,18.9590,0.0400,0.6250,18.1989
4.9340,14.5844,0.9575,0.3333,5.2450
3.4057,13.6770,0.8994,0.1429,4.0890
4.7011,12.8282,0.1523,3.0000,11.3016
5.5092,6.3177,0.6662,1.0000,5.7713
19.0321,14.6429,0.0577,1.0000,14.8743
6.9334,3.1530,0.8681,0.1429,6.3087
5.9464,15.2014,0.5683,1.0000,9.4368
8.0885,1.8382,0.3110,2.5000,2.9856
6.0447,19.3531,0.1034,0.7500,17.6176
15.1462,12.1793,0.0532,0.3333,12.3262
7.1949,17.8990,0.9701,0.9000,7.4529
2.4980,3.8829,0.0942,0.8333,3.7367
12.3437,19.7612,0.6559,0.7000,14.6756
7.1104,4.8263,0.3708,0.6667,5.5973
7.2588,4.4684,0.5585,1.5000,5.8966
1.3698,8.0400,0.8494,1.4000,2.1251
17.3432,15.6181,0.7960,0.6667,16.9812
9.1579,16.7842,0.7233,1.6000,11.0246
1.5523,8.1900,0.5712,0.2222,3.7051
18.0984,8.0480,0.3851,3.5000,11.1862
5.6339,15.4350,0.8772,0.4000,6.5875
12.2776,4.9825,0.7465,0.7778,9.8327
13.2372,17.3148,0.0676,7.0000,17.0166
4.0005,13.6437,0.0412,0.4000,13.1142
19.1997,19.5479,0.8517,0.2000,19.2511
13.3021,3.7105,0.5870,0.3000,8.0718
10.8260,4.3237,0.6610,1.2500,8.0002
17.3794,6.2584,0.5880,1.0000,11.5146
11.1409,15.0402,0.2576,0.2500,13.9623
0.4280,7.3547,0.6805,0.7500,2.1076
9.6536,12.0891,0.8952,1.1111,9.8933
16.1597,7.6687,0.3811,0.5000,10.3240
14.7202,11.0098,0.3143,1.6667,12.0932
11.4461,7.7088,0.1577,0.4444,8.2297
0.1797,13.3087,0.6709,1.2500,3.4230
14.3656,0.2943,0.5317,0.2500,1.6262
8.9885,16.2625,0.8109,1.6000,10.1909
13.1923,6.9971,0.5149,0.4000,9.8093
15.0642,14.3103,0.1886,7.0000,14.4505
16.0948,19.1779,0.7785,0.8571,16.7488
0.5831,10.1483,0.9050,1.5000,1.2205
15.5963,13.3234,0.5637,1.0000,14.5736
11.3470,8.5893,0.5998,0.9000,10.1754
1.5223,16.9900,0.6199,0.3333,5.8268
5.0324,13.0847,0.6505,0.4286,7.4106
2.6691,10.0852,0.1320,4.0000,8.8123
11.2895,7.3703,0.2515,0.2857,8.2482
10.8196,13.7050,0.6909,4.0000,11.6664
1.3784,1.9842,0.3813,1.0000,1.7377
19.7686,0.9529,0.5592,0.8333,3.6686
5.0219,17.3867,0.1974,1.0000,14.3728
6.3095,13.0373,0.7848,0.7500,7.5532
6.0131,12.2092,0.6205,1.0000,8.1008
0.8408,8.4389,0.2296,0.6250,6.1444
10.5580,10.0741,0.0892,2.0000,10.1167
5.1204,3.2828,0.9819,0.7500,5.0811
8.1742,1.8634,0.6471,0.5000,4.8500
18.9503,13.7065,0.7256,1.0000,17.3828
18.3856,2.8534,0.6148,1.4286,8.5329
2.4249,10.5742,0.9763,0.2222,2.5541
11.8389,0.0715,0.2507,0.1111,0.2707
7.1930,8.5012,0.2811,0.4000,8.1192
14.3861,4.4868,0.5502,0.8000,8.5865
10.4710,13.1988,0.9558,0.8571,10.5837
5.2169,10.0620,0.2518,1.2500,8.6748
9.8616,12.0011,0.5382,0.7000,10.8171
17.1167,4.0035,0.5828,0.6667,9.3000
14.4881,2.7480,0.4837,1.0000,6.0204
3.9822,0.4758,0.4815,0.6000,1.2424
3.1457,18.7909,0.2916,1.8000,13.0695
7.4095,13.9100,0.1816,2.0000,12.5530
17.2454,11.0847,0.2328,0.3333,12.3496
13.6953,5.9083,0.4883,1.6667,9.0258
12.6840,0.8526,0.6645,1.0000,3.9337
2.8265,17.0752,0.0420,0.1667,16.0872
1.5860,11.9336,0.9505,4.5000,1.9389
17.5229,0.3705,0.4457,1.0000,1.1708
8.4086,18.6638,0.4304,2.5000,13.7145
9.7533,0.1958,0.7476,0.6000,1.6801
9.2065,12.8191,0.2451,0.3750,11.8636
10.3135,15.7737,0.7428,2.0000,11.5918
5.4399,10.5301,0.2846,1.0000,8.8925
4.6316,5.8250,0.0614,0.3750,5.7466
