Kp,Km,f,p,K
17.9907,12.5666,0.6128,1.3333,15.7154
18.1739,8.5094,0.3786,0.3000,11.5387
12.0729,10.9274,0.8188,0.2000,11.8595
7.3047,3.8159,0.0507,1.2500,3.9533
11.9718,14.8898,0.8827,0.3750,12.2936
13.3697,4.2571,0.0811,1.2857,4.7048
17.8913,2.0024,0.8363,1.0000,11.2748
1.7467,17.9277,0.6967,0.2857,5.1554
10.7802,16.4467,0.6033,1.1429,12.8646
8.5690,17.6557,0.5137,0.8571,12.5621
12.3431,1.7625,0.2478,0.2500,3.0394
11.1775,14.0038,0.7042,0.8571,11.9730
4.5170,3.4045,0.5467,0.3000,3.9854
2.0904,16.6609,0.8816,1.6667,3.3440
0.1996,14.5611,0.1346,2.0000,11.8050
1.1831,15.5179,0.8688,0.2000,2.2700
6.4530,15.2699,0.9809,2.0000,6.5888
15.5895,1.1420,0.3700,1.0000,2.6037
6.7096,12.1970,0.1944,1.2500,10.9829
12.3914,17.9694,0.4839,0.5714,15.1160
19.8577,10.3226,0.4381,3.0000,13.9143
12.9601,10.1234,0.1596,0.1000,10.5463
10.7955,5.1123,0.9235,0.3333,10.2300
4.6451,19.4321,0.4199,3.5000,12.0489
14.7966,11.6225,0.6593,1.0000,13.6521
17.7798,19.3677,0.4195,1.2000,18.6908
17.1962,0.8288,0.9355,0.1111,14.0039
11.9412,3.7726,0.7124,4.0000,8.7189
13.0950,10.3952,0.9526,0.1429,12.9573
18.3003,12.8171,0.9154,0.5000,17.7776
8.6637,6.8146,0.1827,1.2000,7.1292
5.7952,12.9666,0.6685,1.7500,7.8545
12.6376,7.1088,0.0965,0.5000,7.5439
5.9084,17.0086,0.9842,6.0000,6.0427
12.4406,10.8561,0.7437,2.5000,12.0201
0.9507,13.4616,0.2134,0.1667,9.1024
19.8922,5.1315,0.6174,0.2000,12.3686
4.1353,2.4268,0.3356,4.0000,2.9269
12.1473,0.8121,0.6326,3.5000,4.1142
6.9526,17.7589,0.5158,1.0000,11.5784
14.3547,15.0637,0.7869,2.3333,14.5039
0.5599,16.0416,0.5026,0.1250,5.0687
1.3368,8.8281,0.1645,1.1429,7.2131
18.5413,1.5035,0.5075,4.0000,5.3875
1.7554,3.0846,0.8228,3.0000,1.9613
6.6480,4.9449,0.4288,0.6000,5.6306
10.5236,1.5845,0.1577,1.2500,2.1335
4.9328,17.0632,0.6749,0.5714,8.1658
10.8580,3.1435,0.2766,1.5000,4.4952
15.6174,12.3333,0.3748,1.1429,13.4994
10.4376,10.5690,0.3968,1.8000,10.5167
18.6390,3.8244,0.1321,1.4286,4.7581
2.9422,15.1950,0.9662,1.5000,3.2459
8.3353,12.3000,0.9612,4.0000,8.4728
5.6059,3.0413,0.0140,10.0000,3.0701
11.9620,9.0927,0.5094,1.2500,10.4826
0.7295,13.6420,0.1951,0.5000,10.1586
1.2737,5.6252,0.8530,1.5000,1.7648
6.4577,12.4973,0.8529,2.0000,7.2184
1.9676,18.8346,0.5743,1.6000,7.6998
3.4009,11.3361,0.3170,0.2000,8.1673
7.4233,13.8623,0.3868,0.3333,11.0868
0.7952,19.5717,0.7648,0.4444,3.8787
14.1848,17.9823,0.6804,0.3000,15.3366
12.8268,12.9696,0.1253,0.5000,12.9517
3.4812,19.6584,0.6198,0.4286,8.3190
1.2430,3.2763,0.6877,0.3333,1.7689
8.1332,10.1957,0.7603,1.8000,8.6017
9.2613,12.5470,0.2271,1.2857,11.7466
4.0535,16.0000,0.2243,1.0000,12.6794
17.3910,8.3554,0.0150,8.0000,8.4589
11.9588,1.0967,0.5853,4.5000,4.4896
0.4603,10.3829,0.7328,3.3333,2.3591
17.9885,2.6906,0.8646,0.2500,13.8928
9.0589,7.3395,0.0788,10.0000,7.4662
1.1605,13.9324,0.4326,9.0000,7.0200
2.1254,2.5917,0.8048,0.8889,2.2120
19.9685,15.7170,0.5096,2.5000,17.7930
17.3265,1.0062,0.4050,0.2500,3.1547
12.3041,16.3123,0.4657,0.3333,14.3569
0.5389,17.3388,0.3686,1.5000,9.5202
6.4505,3.9379,0.5620,2.5000,5.2333
9.2755,12.1479,0.5524,0.1000,10.4964
1.9803,19.9336,0.1826,1.1667,15.5844
11.4198,0.8475,0.6729,1.1250,3.8680
6.5175,2.7765,0.6424,0.5556,4.8572
9.0098,4.4591,0.8163,0.8000,7.9562
11.5569,11.6602,0.2650,6.0000,11.6328
1.4969,13.4221,0.7992,1.7500,3.2692
1.1469,14.4639,0.3114,0.6667,9.1664
6.0191,10.0888,0.7153,0.8889,7.0619
10.4344,12.8926,0.9133,2.0000,10.6351
11.2376,0.7274,0.7036,0.2500,4.5626
4.8311,3.8770,0.0869,1.3333,3.9542
18.2544,14.9909,0.5078,1.3333,16.5912
16.5147,6.1636,0.7762,2.5000,13.3602
8.8909,14.9810,0.5033,1.3333,11.6941
19.6413,17.0407,0.0585,1.0000,17.1860
11.5654,1.9871,0.6680,0.6250,6.2220
4.6885,11.9556,0.4097,0.2000,8.4616
16.2118,14.4120,0.0010,0.6667,14.4139
9.0255,11.3743,0.6743,1.5000,9.7541
4.9994,4.7022,0.4614,1.1250,4.8378
19.1088,18.2127,0.9577,0.7500,19.0702
2.8530,19.0124,0.3866,0.1000,10.1016
10.2513,10.3263,0.2602,0.6000,10.3067
19.4385,14.1418,0.2081,0.2000,15.1521
12.9664,15.9759,0.6347,0.1429,14.0178
12.2934,3.9938,0.3543,0.1250,6.2717
9.3930,2.1368,0.1354,2.3333,2.6586
11.5556,12.3715,0.2167,3.5000,12.1916
18.2263,0.4445,0.6061,0.4000,2.5172
7.5244,0.7512,0.4438,1.2500,1.8848
4.5753,2.3073,0.4804,0.2500,3.2569
8.4705,16.3739,0.8870,0.5000,9.2293
5.4719,7.5380,0.0126,3.0000,7.5093
8.8913,4.5831,0.5785,1.2857,6.7858
12.5503,7.3628,0.0664,4.5000,7.6489
10.6928,3.4908,0.2924,3.0000,4.9592
7.7088,15.4956,0.4870,1.4286,11.3441
17.4690,6.6006,0.1762,2.0000,7.9380
6.0070,6.3156,0.4961,3.0000,6.1612
8.0006,14.4917,0.6218,0.6250,10.2101
10.3545,11.6991,0.7320,2.0000,10.7046
1.2365,15.5551,0.9879,0.7143,1.3565
4.6273,7.1915,0.4020,0.4000,6.0782
2.3697,3.6947,0.8846,0.7500,2.5062
1.9756,11.4738,0.1904,1.4286,9.1368
17.8055,9.6619,0.6668,0.5000,14.6421
0.6678,8.4325,0.4894,0.3000,3.6844
16.7807,6.3465,0.4699,2.0000,10.1840
10.1453,19.4514,0.3849,0.5000,15.4656
2.2743,5.1645,0.1474,0.7778,4.6573
9.8089,11.3420,0.8172,0.2000,10.0783
11.9888,7.0413,0.1103,0.8571,7.4931
1.8043,6.2406,0.8155,2.2500,2.4500
19.5645,0.1880,0.8204,1.5000,2.5075
13.0604,13.3625,0.2682,4.0000,13.2811
9.2226,17.7138,0.0968,1.7500,16.7508
17.2752,8.4264,0.5570,0.3000,12.7580
5.2566,17.1716,0.8315,0.5556,6.8456
16.4793,18.9598,0.6770,3.0000,17.2563
6.5795,7.5221,0.2552,0.2222,7.2736
18.8260,4.0659,0.2735,1.6667,6.2565
4.8822,3.5834,0.2768,1.2857,3.9141
19.1422,6.1259,0.7263,1.1667,14.0484
10.2165,17.0062,0.7500,0.6667,11.7371
11.2916,10.5121,0.3519,0.2222,10.7821
19.8743,16.5688,0.9537,2.0000,19.7118
15.4197,2.1375,0.9516,0.3333,13.8520
6.2760,12.3428,0.5999,0.5000,8.4383
1.1575,11.3365,0.7166,1.8000,3.3408
0.8815,5.2187,0.8968,2.0000,1.2099
16.2589,0.0462,0.1142,1.0000,0.0639
8.2415,5.7451,0.4348,0.2500,6.7541
7.6833,16.4254,0.8443,2.6667,8.8259
10.4625,17.9023,0.6297,1.1667,12.9639
17.8430,19.9162,0.8202,1.1667,18.2050
8.1184,0.1688,0.0732,1.2500,0.2067
12.0878,14.6569,0.9798,0.5000,12.1368
1.8961,1.6923,0.7197,0.6000,1.8374
6.7196,12.6670,0.9665,0.2500,6.8846
2.8968,16.1017,0.3480,0.3333,10.2749
4.8976,16.5993,0.5979,0.2000,8.6247
7.5794,11.3444,0.4832,3.5000,9.4110
5.4064,5.2009,0.8307,1.0000,5.3712
4.3120,15.6906,0.0714,1.0000,14.6431
12.6746,3.3841,0.4643,0.5000,6.3476
15.9943,5.4852,0.2084,0.7000,6.9480
4.1703,0.0981,0.6988,0.2000,0.9745
17.9251,7.9512,0.7319,0.4286,14.5604
14.9142,0.5310,0.0805,0.1667,0.7604
10.7277,17.0940,0.3988,0.5000,14.3448
19.3993,4.0978,0.9225,0.5714,17.0335
11.2977,17.2070,0.4365,1.8000,14.4478
4.3538,1.1225,0.2373,1.6667,1.5723
17.1553,4.4702,0.2288,0.2000,6.3843
17.2400,0.9056,0.2714,6.0000,2.3302
6.2660,15.0198,0.8101,0.2857,7.6165
6.5397,13.9611,0.4439,2.0000,10.2970
16.8003,18.3758,0.9101,0.6667,16.9381
9.8507,18.1785,0.4453,3.0000,14.1127
1.0380,16.1105,0.4141,1.0000,8.4735
15.5604,19.9935,0.5904,3.0000,17.2931
8.5334,16.0153,0.4439,1.0000,12.3792
5.5992,6.4583,0.0730,3.3333,6.3929
6.6702,0.5029,0.4483,1.5000,1.3774
7.3388,14.6565,0.9077,1.0000,7.9105
15.8958,9.4557,0.5012,6.0000,12.3777
0.7738,7.8518,0.1661,2.5000,6.2467
14.5334,17.2003,0.1924,0.5000,16.6646
17.4537,1.1492,0.5285,0.3333,4.3647
5.7163,7.6909,0.9142,0.5000,5.8721
13.1370,2.8368,0.0358,0.4000,3.0200
4.6377,0.9136,0.1638,1.3333,1.2014
12.4391,13.9599,0.1559,2.0000,13.7153
1.5025,18.2702,0.4884,1.5000,8.5274
19.3351,7.6709,0.3810,1.0000,11.0539
12.1994,4.8622,0.7710,1.1429,9.9359
7.6743,18.1420,0.1409,1.2500,16.3735
0.6114,14.0404,0.6703,2.6667,3.8865
17.1513,17.9128,0.5751,0.2000,17.4722
12.0709,18.9595,0.8190,0.5000,13.1880
16.9568,18.7338,0.6073,0.4000,17.6410
10.0923,19.9357,0.7308,0.2857,12.3691
0.1582,7.9388,0.7438,0.4000,1.5211
18.3815,13.1987,0.6193,1.1429,16.2559
8.2141,16.4590,0.2481,3.0000,14.1056
14.6473,12.4473,0.1448,3.3333,12.7509
3.0221,14.0101,0.4856,1.7500,7.8196
16.3047,9.7903,0.3848,1.2500,11.9966
18.1921,10.1763,0.0476,1.6667,10.4827
15.5588,15.5943,0.0332,0.3000,15.5931
15.1425,0.8097,0.6312,1.0000,3.6580
8.1040,18.0201,0.3094,0.8333,14.5053
14.0380,14.6409,0.1877,0.6667,14.5265
11.3092,12.3157,0.7659,0.2000,11.5398
11.6947,15.1038,0.6108,1.5000,12.9586
6.8983,5.6893,0.7200,0.6000,6.5429
14.0847,4.1250,0.5941,0.6250,8.6197
3.2173,13.0437,0.7228,0.3333,5.3159
0.0303,18.5624,0.9088,1.0000,1.1934
11.2400,16.0915,0.1271,2.0000,15.4149
10.9297,7.0087,0.7600,2.5000,9.8646
11.0166,5.4038,0.0886,1.0000,5.7820
13.8907,14.8924,0.6827,1.0000,14.2036
18.5499,14.4598,0.9091,0.5556,18.1469
18.8842,17.1344,0.1542,10.0000,17.3968
18.0653,18.3764,0.9392,2.0000,18.0841
12.0821,5.3802,0.9415,9.0000,11.5620
18.5242,13.7630,0.4365,1.7500,15.7154
2.3389,12.3599,0.2459,0.2000,8.9340
6.8160,1.4311,0.0715,0.6667,1.6116
0.7346,3.7680,0.8537,0.4444,1.0618
10.7674,6.7114,0.5947,0.2000,8.9618
14.7446,6.2209,0.5758,1.2500,10.3355
3.6245,8.4041,0.3520,0.7143,6.4835
8.5249,1.7548,0.8646,0.5556,6.7852
1.9634,11.1974,0.0677,1.0000,10.3564
6.0644,13.3525,0.2011,1.1111,11.6377
15.6025,2.3060,0.9083,2.6667,12.8273
10.7392,6.3132,0.1926,0.6667,7.0316
15.3814,19.6159,0.1311,3.0000,19.0229
12.7789,17.7174,0.7750,2.2500,13.8069
17.8630,0.4552,0.7137,2.5000,3.7035
1.2138,17.2657,0.4691,0.6000,8.1724
3.5154,4.8999,0.3572,3.0000,4.3727
8.3266,8.6720,0.1351,0.1250,8.6248
14.7958,2.7075,0.1121,0.5000,3.3215
17.8591,4.3120,0.4826,1.7500,8.6219
0.5171,15.4946,0.9259,1.8000,1.2746
2.7513,1.7437,0.2262,1.0000,1.9420
8.4817,8.0076,0.0895,0.6000,8.0492
15.2913,11.8022,0.5071,3.5000,13.4914
10.4887,3.9305,0.3010,0.7500,5.3556
15.0896,13.9362,0.7750,0.2857,14.8246
3.3960,11.8594,0.0074,0.3333,11.7737
13.4545,9.2838,0.2511,0.2000,10.2346
12.3731,4.8231,0.6652,1.2000,9.1008
0.1369,8.2554,0.1961,0.8889,6.0924
14.8045,15.4099,0.9936,7.0000,14.8083
19.8347,0.7068,0.7562,2.6667,6.1379
2.5636,12.1510,0.3285,6.0000,8.2279
7.2117,1.5895,0.5412,1.5000,3.5828
3.8215,8.3075,0.4783,0.4444,5.9258
14.2880,19.7096,0.2168,1.2500,18.4432
3.5573,16.8530,0.7935,0.2000,5.4618
19.7370,1.0481,0.6382,0.7000,4.9221
0.3400,14.5504,0.7646,9.0000,2.6153
0.7959,2.2992,0.7398,4.0000,1.1148
16.0866,9.7076,0.1272,10.0000,10.3982
17.1958,17.3719,0.6840,0.7143,17.2513
11.3251,0.3341,0.7473,0.3333,3.0407
15.0823,16.3782,0.3581,0.8333,15.9061
10.3903,15.6775,0.1906,2.2500,14.5668
11.7181,3.8742,0.5744,0.8000,7.3793
3.8147,18.2569,0.2623,1.3333,13.5436
10.0688,13.6738,0.3917,0.1000,12.1708
1.0183,17.7679,0.3210,1.1667,10.9262
1.1219,14.2574,0.2701,2.0000,9.6222
6.7039,9.6978,0.0047,0.8889,9.6822
12.6181,16.6644,0.3129,1.5000,15.3236
17.8396,1.8149,0.6611,0.8000,7.1498
13.4679,0.5098,0.5069,0.2000,2.4995
13.7053,6.7146,0.8781,2.0000,12.6118
13.9149,9.7385,0.0761,0.7500,10.0193
15.9966,4.5073,0.9644,0.4286,15.2936
13.2121,11.0942,0.1329,0.7500,11.3610
10.3987,13.6230,0.5969,1.0000,11.6351
6.6347,16.6989,0.3787,0.7000,12.3374
18.6835,17.9175,0.3981,1.2857,18.2198
4.9295,8.7520,0.7883,0.2222,5.6298
10.2241,7.9931,0.5383,7.0000,9.1464
14.8064,8.8024,0.4534,1.4000,11.2253
5.0834,6.1925,0.0142,1.0000,6.1758
16.9117,8.9391,0.3182,0.5000,11.0617
10.7631,19.2878,0.2730,0.2000,16.6330
18.2027,9.2470,0.4019,0.6250,12.2727
7.0141,9.9198,0.2300,0.4444,9.1957
18.7065,0.4308,0.6834,3.5000,3.7349
18.5544,3.8457,0.3645,1.0000,6.8074
11.7540,17.9627,0.1927,0.3333,16.6361
2.0352,7.7858,0.1206,3.3333,6.8823
7.3375,2.0409,0.6517,1.0000,4.6937
5.5169,6.9940,0.3121,0.7143,6.5095
5.3220,3.5709,0.0703,0.8000,3.6778
4.5308,4.9818,0.6500,1.0000,4.6855
0.0264,12.8197,0.8489,1.1111,1.3837
17.8601,19.5151,0.1013,2.6667,19.3430
9.0700,18.4133,0.3424,0.2500,14.7492
11.5684,1.0761,0.2116,1.1429,1.7014
6.3121,18.0617,0.0912,3.0000,16.7079
19.8803,3.8000,0.2526,0.1250,6.3776
19.6779,19.8523,0.2070,1.0000,19.8161
19.2910,6.5300,0.6161,0.8750,12.8215
13.3253,4.5509,0.8918,1.8000,11.8855
14.5232,18.8742,0.7164,0.7500,15.6875
6.6809,16.2169,0.8652,0.8000,7.7413
10.4555,18.4889,0.8382,0.2000,11.5687
5.4671,14.3700,0.0196,1.6667,14.1507
14.3676,17.5851,0.3312,1.0000,16.4740
15.5604,17.3012,0.0563,1.0000,17.2001
1.6213,7.1485,0.6726,3.0000,3.0615
4.4316,2.7255,0.2381,0.2500,3.0807
4.0792,16.1156,0.4749,1.0000,9.5395
12.4820,13.6225,0.0551,1.2857,13.5580
14.5041,8.6277,0.8405,0.9000,13.3942
16.6873,18.9423,0.5999,0.7500,17.5677
0.3779,19.0235,0.2795,1.1111,12.2052
4.0424,0.6416,0.9650,1.1429,3.7332
9.3819,5.5233,0.0877,3.5000,5.8052
7.5679,1.3551,0.0469,8.0000,1.5047
6.8079,16.5390,0.6176,4.0000,10.0062
1.2770,7.9265,0.9685,1.2857,1.4288
15.2267,11.6235,0.1263,0.7778,12.0411
8.0532,6.8707,0.3714,1.2000,7.2946
13.4858,19.4242,0.2737,0.6667,17.6682
11.0215,12.0681,0.1291,6.0000,11.9294
1.0291,13.3528,0.3860,1.0000,7.4882
6.1499,17.2665,0.3132,1.0000,13.1830
19.3089,8.4017,0.8546,1.0000,17.1715
18.6295,1.4682,0.7932,2.2500,9.5440
7.5605,17.4279,0.6237,3.3333,10.7750
12.3534,13.8931,0.5521,0.3333,13.0285
11.2507,16.8285,0.2364,2.0000,15.3864
16.6112,13.5249,0.2372,4.0000,14.2178
19.1540,14.0280,0.3058,0.5000,15.4753
1.5101,17.9083,0.2236,1.2857,13.0904
17.7605,11.7483,0.1609,1.0000,12.5947
11.2489,6.5039,0.8905,1.4286,10.6203
3.8871,19.8970,0.7762,0.6667,6.6584
4.4291,4.1508,0.8794,0.2500,4.3949
14.1153,5.7251,0.8005,9.0000,11.9371
11.9352,16.6622,0.0834,1.6667,16.2302
11.7259,15.4050,0.1630,2.5000,14.7618
19.3699,4.0116,0.0262,3.0000,4.2079
11.6349,15.2953,0.3224,0.6667,14.0474
1.9960,12.3185,0.2047,0.5000,9.5435
3.3321,19.2853,0.5274,5.0000,9.4429
2.0419,10.0738,0.0339,0.7143,9.7055
2.9249,9.5740,0.1576,3.0000,8.2527
13.4313,11.7139,0.6039,0.6000,12.7314
12.7971,19.5918,0.5792,0.6000,15.4524
7.4487,6.9820,0.5404,1.0000,7.2316
3.2575,5.2201,0.9562,0.7143,3.3330
7.7904,11.7988,0.6309,2.0000,9.1580
15.9995,14.9077,0.6001,0.7143,15.5566
7.9959,1.6397,0.0480,1.8000,1.7807
15.1024,7.4991,0.2257,5.0000,8.8872
5.9042,1.7402,0.3583,10.0000,2.8170
12.8001,6.3630,0.7359,0.6000,10.7208
17.7023,9.0646,0.5280,1.1111,13.0310
4.1929,3.2216,0.7096,0.7500,3.8914
9.6071,1.1974,0.4956,3.0000,3.3516
2.2598,8.8973,0.7941,1.6000,3.3366
2.6474,5.7055,0.2067,1.1250,4.9687
1.2800,3.9836,0.9418,1.6667,1.4027
1.5859,10.1962,0.6564,0.7778,3.9335
12.5391,0.3896,0.2433,9.0000,1.2344
8.2267,16.6021,0.2795,1.2857,13.9373
12.7718,4.0077,0.0945,0.1667,4.5742
17.1311,8.5313,0.6803,0.2500,13.8854
15.2715,14.6618,0.9311,1.5000,15.2289
19.5232,10.5359,0.5728,0.1111,15.2412
15.6307,5.3860,0.9107,0.5000,14.2445
18.7117,15.3567,0.6379,0.2000,17.4447
14.7830,19.0882,0.9721,0.1429,14.8935
5.0724,2.3537,0.6374,0.8889,3.8744
14.3850,0.4978,0.8008,1.0000,4.3968
13.8703,8.4408,0.8794,1.1250,13.0949
15.4664,1.2877,0.9568,1.2000,13.0100
14.9443,2.5121,0.3106,2.6667,4.4759
6.3677,1.8484,0.6044,1.0000,3.9140
10.2086,4.6538,0.2742,0.5000,5.8477
15.4613,4.2239,0.0730,3.0000,4.7017
11.4563,12.1962,0.1452,0.3333,12.0868
19.0770,7.8905,0.3255,0.7000,10.6608
3.4314,14.5340,0.5521,3.5000,7.5419
18.1447,19.2260,0.1777,0.7000,19.0309
15.0444,15.0043,0.5559,0.1250,15.0266
5.7235,1.5748,0.6647,1.0000,3.7050
12.5482,17.3591,0.5438,0.7000,14.6274
9.2566,7.2554,0.8780,1.3333,8.9931
2.5888,15.9401,0.0811,0.6000,14.4649
10.9877,15.7277,0.0272,1.3333,15.5849
19.3902,6.6271,0.6572,1.5000,13.5253
8.8428,18.9998,0.1706,2.0000,16.9579
11.8193,16.5698,0.4864,0.2000,14.1286
2.2194,12.5826,0.5873,1.7500,5.6941
3.9970,5.9125,0.3140,0.7143,5.2626
3.2593,12.3401,0.3582,2.3333,8.4455
0.7375,19.7701,0.9729,1.2000,1.0906
5.4545,6.8802,0.1155,0.2857,6.7043
4.6027,4.7929,0.8954,2.6667,4.6223
7.1709,0.0079,0.8445,0.6667,0.1410
2.6869,18.1858,0.1216,1.0000,15.6749
19.9719,12.5508,0.1521,0.1250,13.5413
10.2704,15.7246,0.7523,3.0000,11.4968
7.7569,14.9743,0.1767,0.5714,13.4994
4.9971,12.3380,0.5963,0.7500,7.5763
7.2950,3.6680,0.4594,2.2500,5.0906
7.9812,16.8719,0.7804,1.6000,9.6517
18.5260,14.3199,0.7679,0.5714,17.4787
9.9095,13.0360,0.5599,1.6667,11.2211
12.1837,12.2561,0.8698,2.0000,12.1932
0.0962,17.4757,0.2212,0.7778,12.2736
11.7546,15.8535,0.8095,3.5000,12.4785
15.5492,14.4885,0.1442,1.2000,14.6384
13.1437,8.1831,0.5748,2.5000,10.8152
10.5663,19.9531,0.3838,0.8333,15.9645
16.5155,12.4762,0.6506,2.0000,15.0097
19.2487,7.0633,0.5472,1.6000,12.3785
6.2747,3.6545,0.3829,5.0000,4.5371
15.9417,6.4181,0.1528,1.6667,7.4506
5.7035,5.1121,0.2268,5.0000,5.2424
0.2979,18.8217,0.3148,0.3333,10.6935
1.8830,17.8581,0.1089,0.1250,14.6964
6.5745,19.7610,0.3495,4.0000,14.3015
6.1113,19.0494,0.3734,1.7500,13.3989
0.3604,17.4841,0.2879,2.0000,10.9621
3.2441,3.2449,0.9372,0.1000,3.2442
8.8798,2.9338,0.9831,2.5000,8.7183
15.3354,12.9961,0.9148,0.1111,15.1260
13.6251,15.8017,0.2659,3.5000,15.2026
14.2907,1.4460,0.0699,10.0000,1.8271
9.1956,4.8904,0.3364,6.0000,6.1217
18.3854,0.2141,0.8844,4.0000,6.0355
19.7789,4.6508,0.0081,0.8571,4.7101
18.6520,5.0971,0.1474,0.3750,6.3028
9.2305,18.2438,0.2885,1.0000,15.2985
18.0984,7.3509,0.1327,1.0000,8.3530
7.7290,0.7607,0.0410,2.0000,0.8396
12.0603,13.0166,0.9021,0.3333,12.1518
11.2064,16.3273,0.9650,0.3000,11.3664
16.9168,1.6750,0.4243,3.3333,4.5005
5.6961,0.2296,0.1544,0.8750,0.3395
13.2664,7.3123,0.9894,1.6000,13.1867
12.0452,8.2553,0.6986,0.3333,10.7919
13.1293,8.3204,0.6842,0.6000,11.4246
6.1987,9.2675,0.3964,1.5000,7.9637
6.6329,9.3201,0.9909,0.5714,6.6550
3.7639,10.9632,0.9099,2.5000,4.2744
2.0137,10.6538,0.1461,6.0000,8.9506
5.7313,10.1539,0.4342,0.6667,8.0599
7.0965,15.6218,0.4075,0.6250,11.7196
10.7152,5.7993,0.9396,0.5000,10.3436
19.8167,11.0100,0.3938,0.5000,14.0092
0.5636,11.4933,0.7988,8.0000,2.0646
14.1906,4.0778,0.0027,1.4000,4.0928
18.1031,11.1047,0.5212,0.3000,14.4424
17.3166,4.2823,0.7114,2.0000,11.5631
2.3834,10.9831,0.2222,1.5000,8.5762
19.1055,1.3954,0.2887,1.6667,2.7365
8.8180,17.2090,0.8036,0.7143,10.2421
17.5152,4.1677,0.8944,0.1111,15.3955
17.2990,4.7726,0.8116,2.5000,13.6206
7.1030,7.6117,0.6586,0.9000,7.2741
12.6229,5.7473,0.9872,1.5000,12.5013
17.2910,15.0105,0.6732,1.1111,16.5208
0.4198,6.3788,0.2023,1.0000,4.7750
1.5364,2.1474,0.1446,0.2857,2.0508
7.5343,16.1227,0.2012,1.3333,14.1071
2.9839,5.0412,0.0991,2.0000,4.8082
0.6819,10.0781,0.6233,0.4444,3.3350
15.6450,0.7970,0.6796,0.6250,4.3050
6.5449,12.4839,0.3198,1.5000,10.3526
16.3495,7.7488,0.1823,0.6667,8.9568
3.4724,6.1655,0.9132,1.0000,3.6746
13.5224,6.6410,0.1164,0.5000,7.2606
17.5120,18.6319,0.9747,0.1250,17.5397
15.1431,9.3598,0.2068,0.5000,10.3916
4.5925,0.0014,0.9164,2.0000,0.0557
7.1789,14.5156,0.6691,1.8000,9.3117
7.2633,7.9897,0.2245,1.0000,7.8226
5.3489,0.4585,0.1511,2.2500,0.6650
6.7461,12.7548,0.7174,2.5000,8.2372
1.7392,8.7870,0.0983,1.5000,7.8694
9.0312,11.8354,0.5605,0.2500,10.2039
9.0933,12.3597,0.5262,0.5000,10.5647
0.5807,9.0819,0.2191,2.5000,6.5617
12.7420,0.9817,0.6670,3.3333,5.0031
1.1892,14.3939,0.4521,2.3333,7.1317
3.3839,14.8019,0.4904,1.1111,8.3574
13.6936,8.0960,0.4678,1.0000,10.4282
11.0913,1.0283,0.7739,0.5714,5.6498
0.1207,18.9601,0.3626,1.3333,10.2743
5.7617,17.5477,0.7154,0.7778,8.5384
7.5322,16.5530,0.1573,0.7000,14.8742
2.9299,8.9727,0.4986,0.8000,5.5755
1.4907,17.6895,0.1966,0.5556,13.3864
9.2149,17.0744,0.1831,0.7778,15.4280
7.4079,12.9547,0.6772,2.0000,9.0136
16.4912,10.1357,0.8971,2.0000,15.7194
10.7507,1.5205,0.6023,0.8000,4.6151
16.3503,7.2481,0.2599,2.0000,9.0698
9.2076,4.6218,0.5824,1.2500,6.9697
0.2807,17.2036,0.4770,0.5000,7.2634
0.0997,12.6878,0.8683,0.9000,1.2586
3.3245,14.6291,0.6758,3.0000,6.2396
7.3188,3.1271,0.6074,1.3333,5.2958
14.3642,18.9929,0.8802,0.4286,14.8776
3.1885,8.0085,0.8057,0.8750,3.9671
5.5754,12.2277,0.5990,0.1429,7.8375
12.8988,15.9698,0.1851,3.3333,15.3696
5.7441,13.7274,0.9317,0.9000,6.1892
6.4386,0.0010,0.6598,2.2500,0.0080
3.1083,10.0532,0.6941,3.5000,4.8392
7.7533,19.7124,0.8042,1.1667,9.6979
17.9147,0.1401,0.3797,1.0000,0.3878
17.7553,0.8186,0.2499,3.0000,1.7152
7.8723,2.0685,0.3285,0.7000,3.2485
13.5092,12.0681,0.9782,1.8000,13.4766
5.0443,0.9238,0.2453,0.1000,1.5750
18.9998,8.4374,0.3927,3.5000,11.8070
12.4936,7.1173,0.0265,2.5000,7.2324
4.1390,13.9534,0.7755,0.2000,5.7851
2.1931,7.2596,0.4444,0.4000,4.6346
11.3170,6.4911,0.1169,0.7000,6.9547
5.4867,13.5495,0.9971,1.5000,5.5055
1.4233,11.6650,0.6790,1.0000,3.9899
3.1690,4.8091,0.4421,0.3000,4.0314
0.9904,7.4973,0.1527,0.8333,6.1788
13.6177,4.0947,0.3113,5.0000,6.1605
15.6351,5.1728,0.5339,1.0000,9.4230
16.1473,16.9463,0.4315,1.0000,16.5984
5.3011,8.5408,0.8914,2.0000,5.6121
17.9180,13.1397,0.1524,1.2500,13.8001
12.1597,10.6254,0.5080,1.0000,11.3869
0.2880,18.7404,0.7253,0.2000,3.1808
6.8806,6.6684,0.7274,1.2000,6.8223
10.6733,7.2182,0.8068,1.5000,9.9228
12.5553,14.9299,0.6920,1.1429,13.2592
8.9347,17.2786,0.5420,1.0000,12.3959
16.2221,0.4411,0.1315,5.0000,0.7882
2.8966,16.9905,0.4456,7.0000,9.3937
19.4966,16.1525,0.4916,1.2000,17.7407
16.6752,10.8557,0.6989,0.7000,14.7163
6.8020,8.6757,0.5274,5.0000,7.6518
12.3248,12.0487,0.2258,2.0000,12.1107
